src,tgt
(889+382)-583=,688
(103*502)=,51706
959+167=,1126
(526-799)+519*645=,334482
983*927=,911241
(505*223)-(100-372)=,112887
(312-651)=,-339
470+753=,1223
(292*280)*505=,41288800
(423*332)=,140436
639-203=,436
(664-877)=,-213
(519*169)-286*319=,-3523
304+983-967=,320
992+253=,1245
807*761=,614127
(435+931)-(567-181)=,980
821*553=,454013
(805+596)=,1401
410*982=,402620
(344*107)-505=,36303
(658+917)=,1575
(678+370)+(580-967)=,661
235*216=,50760
562-851=,-289
(435+913)*(495+331)=,1113448
(561*771)+(215+451)=,433197
(337-856)+601+810=,892
(626-331)=,295
(470-374)+602=,698
367-224+828=,971
(152+897)+113=,1162
(962+999)-(356*571)=,-201315
700-237=,463
(298*730)=,217540
217*(590+836)=,309442
815*381+623=,311138
913*505-446=,460619
880-626=,254
706*318*(566-818)=,-56576016
545+593+227-157=,1208
(497*719)*721=,257644303
792-116=,676
405+(282+698)+962=,2347
(672-428)-673=,-429
568+(521-998)=,91
855-895=,-40
(174-500)=,-326
(332-728)+(453*695)=,314439
(528*868)*575=,263524800
(348+699)=,1047
421*762=,320802
283*(723+407)-843=,318947
995+563=,1558
(966+865)=,1831
439-879*(607*371)=,-197947724
458*(202-700)+959=,-227125
365+(338*429)=,145367
561+(457*672)+819=,308484
247*146=,36062
660*614=,405240
(206-385)*(335+495)=,-148570
(929*430)*(498-826)=,-131026160
(655+287)=,942
(149-643)-329*878=,-289356
(656*856)-253-533=,560750
(883+298)+(702*644)=,453269
(721*579)+382=,417841
762+(357*201)*271=,19446909
243*298*639=,46272546
(706*102)+516-687=,71841
(721+175)=,896
(816+497)-899=,414
537*351=,188487
(231+337)-315=,253
761*403=,306683
(827*872)-322=,720822
(899*117)+(683+806)=,106672
359-913-808=,-1362
(520*173)+992+614=,91566
604*369=,222876
518*497=,257446
932-734=,198
(804+598)*597=,836994
155-527=,-372
499+558-734=,323
203-208=,-5
(822+856)=,1678
859+(329*273)*134=,12036337
(686-817)+258=,127
(376+137)*(446*467)=,106848666
(709-395)*953=,299242
638+(660*958)*743=,469784678
(294+291)=,585
(672-636)=,36
585*(719-398)+853=,188638
(182*726)-662=,131470
(307*813)+375+365=,250331
(970+701)-873+565=,1363
360+828=,1188
362-539=,-177
(834-388)-186+705=,965
(955-423)-681*634=,-431222
222+(266+491)+329=,1308
255*188=,47940
(851+519)+485=,1855
(633*314)=,198762
618-(584+432)=,-398
506+(214*902)=,193534
(670+415)-(474*841)=,-397549
(413*345)+487=,142972
(289+406)*750=,521250
988-(914*609)+119=,-555519
524*(152*275)-602=,21902598
197-160=,37
360-(556-527)+737=,1068
930+(724+250)-921=,983
(722-819)*993=,-96321
559*674=,376766
195+992+231=,1418
832-(790-415)=,457
(691*991)=,684781
(154*873)=,134442
(459*122)+(923-505)=,56416
980-404=,576
(223-291)-889=,-957
324*379-(433-364)=,122727
282+380=,662
106-255-406=,-555
422-(740+839)+596=,-561
(185+401)=,586
614+947=,1561
(993-223)*(207+564)=,593670
570+971=,1541
(152-493)=,-341
(392+658)=,1050
(534-414)-967=,-847
825+915-488=,1252
508-800=,-292
306*(782-262)=,159120
(465*706)*631=,207150990
770+(469+903)-715=,1427
571+(838-497)-994=,-82
(837*190)*916=,145671480
444*328*(646+555)=,174904032
818*(221*501)*700=,63398844600
534*553+296=,295598
850-(665*230)+834=,-151266
244-544+552+473=,725
(664+362)=,1026
(800+190)*291=,288090
300*553=,165900
(125+869)=,994
(853+466)=,1319
(937-935)=,2
431+(135-187)*344=,-17457
(594*857)-667=,508391
(466-848)-976=,-1358
(925+344)+118=,1387
459*(300*938)+863=,129163463
283*449=,127067
(591-913)*(676*753)=,-163907016
(872+779)-(244+786)=,621
(310-191)=,119
174+726+277=,1177
936-817*890=,-726194
265*549=,145485
309+909+934*463=,433660
(760-258)+774+226=,1502
(385-435)-220-185=,-455
654+953-(871+992)=,-256
(843-619)=,224
(726-564)-699=,-537
(106+536)-(729*638)=,-464460
(374-814)+327=,-113
571*666=,380286
(924+126)*114*177=,21186900
(485+116)+802*365=,293331
325+(418-415)*406=,1543
(758*907)=,687506
920*180=,165600
(836+439)-100=,1175
(386+605)-397=,594
(652-453)=,199
(951+785)+759=,2495
760-291*637=,-184607
(237-930)=,-693
(550+436)+(191*856)=,164482
595*175-860=,103265
473*451-473-729=,212121
(396+471)*(699-521)=,154326
249-(305-230)+636=,810
416+131=,547
558-363+442+524=,1161
384-705-258-874=,-1453
275*815=,224125
164*(548*467)+301=,41970525
(423+248)=,671
642-244=,398
(522-946)+(171*980)=,167156
(957+249)=,1206
(290+498)+421=,1209
360+130+925=,1415
(741-768)-883=,-910
666+(956+696)=,2318
432+313=,745
(655+261)*(792-372)=,384720
(531-437)+(783-550)=,327
992-716*(699-967)=,192880
702+778+714=,2194
266+326=,592
316+745=,1061
(117*113)+407=,13628
630+231*892=,206682
(643*185)+801-322=,119434
(865+736)=,1601
(553+765)-323*242=,-76848
817-(208+785)=,-176
237-(758*344)-965=,-261480
(291-501)+447-101=,136
(127-294)*346+108=,-57674
706-293+(195+207)=,815
(109-731)=,-622
272*374=,101728
312+(261-633)+437=,377
(603*156)=,94068
(365+773)=,1138
192+139=,331
153*(904-482)+316=,64882
607+113=,720
886+288+(132+209)=,1515
929*525=,487725
(820+575)*(982*498)=,682205220
280+177=,457
760+295+385=,1440
(532-768)+447+676=,887
(506-888)-(367+242)=,-991
(979*871)=,852709
(701-973)=,-272
695-242*100-536=,-24041
343*437-551=,149340
(196*814)+496=,160040
(219*332)-(204+606)=,71898
(227-992)=,-765
686*(184-291)=,-73402
362-831*(403+577)=,-814018
562*(574+516)=,612580
(734-396)-302=,36
(611-553)*741=,42978
858+(632-962)=,528
284+139=,423
808+452=,1260
112*384=,43008
(354-229)-898=,-773
281+(665-540)=,406
(260-189)-859+101=,-687
839-265+747-570=,751
383+(343-550)-380=,-204
185+752*837*617=,388354793
(710*411)-614+548=,291744
496-286=,210
440*(847+390)-958=,543322
470+296=,766
948*261=,247428
(339+427)=,766
910*228*480*743=,73995667200
234-563=,-329
495*(777+797)*207=,161279910
(566+996)*866=,1352692
(305+841)=,1146
336*(852+979)+752=,615968
(530-758)+103=,-125
(141-449)*(170+844)=,-312312
617-155+(643+764)=,1869
636*458=,291288
(700*558)+717-137=,391180
755-824*284*814=,-190488269
923-661+710=,972
879+(148-451)+664=,1240
(197+176)+(660-519)=,514
538-855=,-317
(842-814)*211=,5908
845-275=,570
291*(194+858)=,306132
(985-891)+(175-616)=,-347
(540*517)-(852+864)=,277464
(442+413)=,855
(906*263)=,238278
597+545-(998*849)=,-846160
514+349=,863
846-243=,603
(201-644)+160-233=,-516
(600*610)*(962*926)=,326037192000
(475*923)=,438425
(910*914)=,831740
890*942=,838380
790*285=,225150
(210-357)*686=,-100842
997+(990*554)*523=,286845577
(402*749)*373+452=,112310006
241-396=,-155
(862*586)+156*267=,546784
(894+312)=,1206
(999*965)*610=,588061350
(389-940)=,-551
736*993=,730848
439*124=,54436
(925*668)-422=,617478
(728+769)-(984-426)=,939
922*105=,96810
127-776=,-649
(375*988)*999=,370129500
(287+172)+(198*304)=,60651
290-(186-410)=,514
(199-527)*174=,-57072
(437-569)-767*511=,-392069
567*(402+968)*617=,479279430
(913*726)=,662838
(359-824)+460+725=,720
498+832=,1330
486-(455-268)+229=,528
(499-543)*(512-271)=,-10604
(214-746)*365-452=,-194632
(298*512)*947=,144489472
737*(649*504)-209=,241069543
815-325*686=,-222135
844+900=,1744
(612+533)-636=,509
344*600=,206400
(158-792)-757=,-1391
(619+507)+861*993=,856099
988+574-(165-652)=,2049
(377-701)-264*858=,-226836
(933-308)*586*126=,46147500
(507*890)+817=,452047
(542*349)*202=,38209916
809*393+(716+593)=,319246
856+248=,1104
(882*380)-878=,334282
282+(885*660)*377=,220205982
120*328=,39360
(591-957)+(440*631)=,277274
505-130=,375
616+126*367=,46858
649*188=,122012
309-(240+805)=,-736
(561+440)-859=,142
(560+824)*(146-939)=,-1097512
750+(420-164)=,1006
(336-572)*(905*427)=,-91198660
(315+150)=,465
746*664*(567*723)=,203061814704
508-(297+224)*297=,-154229
(599-168)+693=,1124
482+298=,780
922-858*898*631=,-486174482
(875-555)-635-134=,-449
(531*452)*908*977=,212918485392
444-(859*962)=,-825914
152*145=,22040
867*732*(380*253)=,61014674160
455-194-(484*836)=,-404363
581-884=,-303
(337-695)=,-358
(242-152)=,90
458+359*349=,125749
(542+551)*970+143=,1060353
212+(331*304)*400=,40249812
(774-535)=,239
(564-114)-(108*803)=,-86274
(938*940)-350=,881370
387-432-785=,-830
751-643=,108
213-265=,-52
510*243=,123930
(322+873)-(670-758)=,1283
135-(273-235)=,97
250+476*419=,199694
171-(677+473)-259=,-1238
(119-481)*823=,-297926
(633-387)-516=,-270
(124-615)-(636*142)=,-90803
631*(442+206)+821=,409709
625-964=,-339
(961*310)*476=,141805160
(590-100)+687=,1177
(973*177)*865=,148971165
(297-673)-608+619=,-365
244+867*507=,439813
181+(304*312)=,95029
708+576=,1284
582-(833*107)=,-88549
426-472-355=,-401
213*328+370-959=,69275
(317-198)+101=,220
(166*165)-183+409=,27616
206*(125+119)+811=,51075
652+(295*626)+519=,185841
(166-697)=,-531
324*(801+646)=,468828
(413+415)+666=,1494
(473-101)*538=,200136
(450-299)+177*940=,166531
(821*994)=,816074
526*929=,488654
349+(778-304)=,823
477-(316-212)=,373
591-(958-188)=,-179
236-606=,-370
337*315=,106155
(470-663)+913=,720
646-(232*410)+965=,-93509
(224*865)=,193760
(141+254)-899=,-504
(193+891)=,1084
215+101*321-109=,32527
(997*949)=,946153
926-(778*870)*479=,-324215014
(414+670)=,1084
893+307+448=,1648
(902-944)+945=,903
(201*253)+538=,51391
(998+864)*937=,1744694
178*(605+810)+101=,251971
(863+378)+705*932=,658301
(380+178)*783-661=,436253
500-(637+787)+298=,-626
739*914*816-791=,551163145
738*162=,119556
(609-630)-795-518=,-1334
(207-346)+680=,541
588*185=,108780
914*(959-614)=,315330
(855+360)+307+727=,2249
(903+635)*114-176=,175156
(526-867)*320-374=,-109494
726+741=,1467
(692-756)+765*756=,578276
465+(667-215)-541=,376
494*460=,227240
956*(973-280)+169=,662677
173-(441*125)=,-54952
415*446+392=,185482
809*(354+496)+127=,687777
378-(755+829)=,-1206
(495*571)=,282645
(810*501)=,405810
(165+668)=,833
(579*855)*853+898=,422274283
(840-102)-641=,97
(730*946)=,690580
517*440*940*452=,96651702400
187-187-602=,-602
169*120*281+686=,5699366
989*(256+369)*648=,400545000
(150-609)+268+950=,759
(568+900)+765=,2233
(712-260)*310=,140120
947*607*(383+224)=,348921203
(101-573)*(567*999)=,-267356376
830-(459-324)=,695
(661-357)+199*991=,197513
237*655-879=,154356
(473+769)=,1242
(150*339)=,50850
454*(637*191)-868=,55235950
706+(590+595)=,1891
873+503*588=,296637
873-445-640=,-212
333*(522*941)*185=,30260499210
(958+992)-408=,1542
550*(658-165)=,271150
241-178-578*512=,-295873
(498-813)=,-315
246*(557-630)-688=,-18646
190+223-(582*943)=,-548413
224-(331*693)=,-229159
244-284=,-40
972+(236-970)*500=,-366028
(143-191)+687*564=,387420
(711*400)+144=,284544
(598-267)+540=,871
966*697+(957-633)=,673626
(433*275)-(748-633)=,118960
516*718=,370488
(799-404)=,395
(722-667)+(161-112)=,104
909-753+528=,684
(236-652)*428+713=,-177335
(602-202)=,400
(868*511)=,443548
(275*138)*278=,10550100
303-397*829-905=,-329715
502+118=,620
(641+835)=,1476
821-619=,202
(299+253)*(437+466)=,498456
(593*443)+932=,263631
482-473*215*684=,-69558898
412+130=,542
116+109*329=,35977
958*924=,885192
(173+826)=,999
(157*745)=,116965
(454*552)-388=,250220
451*282*170=,21620940
(206*989)=,203734
520+170=,690
(183*451)*335=,27648555
269+(652-599)+345=,667
(384+782)-717=,449
(678+536)-829=,385
(171+549)*892+106=,642346
(937+240)+581=,1758
437-(210-913)=,1140
(402-809)+638*283=,180147
132*(915-733)*711=,17081064
(893*286)*165=,42140670
(262-304)*764=,-32088
(635*468)*361+537=,107282517
(389+930)-555=,764
459+165=,624
862-859+272=,275
(211-937)-486=,-1212
(187*654)*974=,119118252
788+(109+137)-116=,918
(419+925)+108+361=,1813
(306-467)=,-161
419*444-213*255=,131721
406-(312-791)-210=,675
531+130=,661
(942-641)=,301
207+117=,324
(749-160)=,589
385-865=,-480
338*341=,115258
434-631*227=,-142803
442-630*295=,-185408
167*852=,142284
909*572=,519948
230+(711+646)=,1587
(111+653)=,764
224+902+242-275=,1093
569-517-794-237=,-979
583+(152*161)=,25055
(437+578)=,1015
(969*867)+719=,840842
819+111*615=,69084
393-451=,-58
(210+411)+350=,971
(268*838)+757*246=,410806
(523+352)=,875
(686+974)+139=,1799
(891+571)=,1462
(149-895)*383*921=,-263146278
(642+278)*(168+701)=,799480
(671*946)-214=,634552
921*285=,262485
(449+697)-(914+897)=,-665
(889*452)-693=,401135
(504*573)=,288792
(966*357)*995-139=,343137551
180*(930-908)=,3960
507-(743-339)*918=,-370365
787-189=,598
452*362*143+548=,23398780
801+(347-580)=,568
(473+279)*(972-887)=,63920
(754-876)*(780-300)=,-58560
(954-536)-948=,-530
705+876=,1581
(196*722)*(797*551)=,62144570264
775+(540*258)-278=,139817
265-749*813-318=,-608990
631+(348+675)-681=,973
(551+293)-805=,39
(875+279)+770*865=,667204
179*(880+894)=,317546
(805+481)*564=,725304
(630+675)*700+181=,913681
272+974=,1246
116-581=,-465
(304+669)=,973
657*103+(284*321)=,158835
890*917+666=,816796
(347+567)-(777*909)=,-705379
(282+881)+308=,1471
707-(148*450)=,-65893
574-249+287+191=,803
(544-158)=,386
227-(580*221)=,-127953
(857*309)*988=,261635244
311*960=,298560
(488+546)=,1034
(917+791)-296+436=,1848
194-993=,-799
634*(592*270)=,101338560
580+(824+270)*787=,861558
(864-327)-283=,254
600-377+396=,619
(705+287)-853=,139
728+295=,1023
737+(990+540)-395=,1872
(489+991)*(791+320)=,1644280
540+654=,1194
344+596+573=,1513
(254-347)=,-93
(129*930)=,119970
(474+463)+981=,1918
(627+708)+(858-432)=,1761
312-611*148=,-90116
(717+961)+685*124=,86618
597*341*218=,44379786
261-(390*458)*892=,-159328779
(661+750)=,1411
368-(829*562)=,-465530
(660+337)=,997
252-186=,66
(621-496)*772=,96500
478+972-585-615=,250
(226-914)*419=,-288272
(516+901)-440-219=,758
(507*450)=,228150
(768*232)+(483-589)=,178070
(345+807)*940=,1082880
(186-471)=,-285
912*295=,269040
628-383=,245
605+866-172=,1299
960-712+789=,1037
(350-267)*614*601=,30628162
256*879*970+633=,218273913
(543*340)+922=,185542
(931+400)+112-774=,669
(887*864)=,766368
(853*689)=,587717
857*155-663=,132172
(529*813)=,430077
(896-874)=,22
364*861=,313404
(594*110)=,65340
785-228*946=,-214903
577*(125-654)*745=,-227398585
310+629+424=,1363
279-116=,163
(389*211)=,82079
(432-426)+982=,988
(475*434)+618-565=,206203
(665+224)=,889
(623+560)*(378+838)=,1438528
(690*200)=,138000
(561+792)=,1353
219-808=,-589
(404+555)-(944+406)=,-391
(927*921)*(982+531)=,1291749471
387-609=,-222
772*417+963=,322887
307+414=,721
(708*678)*501=,240492024
(633*433)+846-454=,274481
516+573=,1089
969-318-143=,508
225-145-(994+294)=,-1208
609-566=,43
(265-244)-222=,-201
312-528+597-660=,-279
(892*449)+(632+922)=,402062
(370+660)=,1030
858+479=,1337
(577+623)*657=,788400
210*887=,186270
944*606+800*346=,848864
(448-240)=,208
586+184+956=,1726
(299*902)=,269698
(902-432)=,470
129-(914*425)+751=,-387570
274+(889-857)-976=,-670
231*873=,201663
451+(430-679)-849=,-647
806+507=,1313
134*(842+251)-467=,145995
(977+974)=,1951
(467*765)-948-867=,355440
714*733=,523362
883+(440+651)=,1974
(185-623)+833=,395
(730-372)*906-876=,323472
(371*905)=,335755
(907*599)=,543293
339-801*862=,-690123
(688-462)=,226
(643+349)+(367*842)=,310006
(156*219)*227=,7755228
(447+581)-157=,871
(614*219)=,134466
936*868-(951+540)=,810957
493+623+510+600=,2226
(903+207)+339=,1449
244-981=,-737
327+634+(506*942)=,477613
(731-341)=,390
(284-399)-696=,-811
161-804=,-643
(428-695)+521=,254
(861+561)=,1422
753*(746+893)=,1234167
(842*200)+935-966=,168369
226+(197*295)-728=,57613
(536-427)-844=,-735
(467-293)+493=,667
240-(203+786)=,-749
(513+355)=,868
754+(494*846)-398=,418280
(239-569)+668=,338
(382+926)=,1308
253+180=,433
100-(528*190)+799=,-99421
(837-285)*916=,505632
519*(241+647)=,460872
(485-882)=,-397
(649*163)-316-733=,104738
(406-817)+777=,366
918*812=,745416
369*459=,169371
(581*162)*(505+104)=,57320298
(215*125)=,26875
753+(331-397)-913=,-226
(213*371)*(588-419)=,13354887
(403+670)=,1073
(145-360)*(496*361)=,-38497040
(858-379)-180=,299
(366*998)=,365268
(860+189)=,1049
721+931+(680+142)=,2474
433+880+(834*599)=,500879
(224+916)*(395*276)=,124282800
(785+961)*198-625=,345083
(536*471)=,252456
954-670+510=,794
380-117+249=,512
(688*184)+137=,126729
759*(138-267)+566=,-97345
(506-449)+832=,889
(269+212)=,481
(760-889)=,-129
(922+492)+997=,2411
(226+774)=,1000
(933-310)*618=,385014
(875-513)=,362
(297*368)*(827*715)=,64627271280
(293-661)=,-368
(334*699)-505=,232961
(983+327)-(396*851)=,-335686
(763+969)+844*635=,537672
(231+495)=,726
(804+163)*(171+941)=,1075304
866-858+295=,303
(737*167)+(635-476)=,123238
(629-629)=,0
(535+757)=,1292
603-894=,-291
(382-741)+(247*584)=,143889
(622-870)+450=,202
488-352=,136
(438*334)=,146292
210+722=,932
417+(432*550)+671=,238688
347+439=,786
996*(223-110)=,112548
(968+674)*842+701=,1383265
986*293+878=,289776
(115-889)=,-774
155*432=,66960
(614*400)=,245600
(842-449)*344=,135192
(648+145)+123=,916
(229+420)*(536*655)=,227850920
(851*306)*383+870=,99736368
(230*101)=,23230
930*(516-896)*768=,-271411200
(191-659)=,-468
832*262=,217984
583*(547*552)-508=,176032844
827+(771*700)=,540527
(824+187)*458=,463038
621*497-(258+265)=,308114
(136+632)+589=,1357
(111-294)*729*168=,-22412376
122*360+314=,44234
833+987=,1820
802*(344+379)-659=,579187
341-812*(989*242)=,-194342115
282+(218+272)=,772
(735+398)*503+474=,570373
(638-747)*(140-566)=,46434
604+384=,988
(850-536)*(419*823)=,108278818
520*(359*890)*468=,77755953600
942+(968+429)*388=,542978
(552-550)=,2
553+349=,902
(698-940)+(774*600)=,464158
561*290=,162690
621+795=,1416
664*(465+350)-550=,540610
472+832+(741-700)=,1345
(650+727)*654*653=,588064374
(198-497)*427=,-127673
256+633+995=,1884
(618*343)=,211974
(694+815)-933=,576
(896+231)=,1127
837*723+(558+238)=,605947
(406*702)-358=,284654
(897-514)+201=,584
999-(900+455)-842=,-1198
(777*334)*236=,61246248
(754+290)=,1044
(713*851)*929-899=,563681928
(759-119)*331-612=,211228
503-904*156=,-140521
897-292-(406*616)=,-249491
335*(854+500)=,453590
714-(313-731)+372=,1504
985+(226+224)*152=,69385
(291-978)+685=,-2
392*954=,373968
(448+844)=,1292
488*722-(866*945)=,-466034
421+567+559=,1547
(144-518)-799=,-1173
(198*929)*990=,182102580
611*892+482*375=,725762
597*295=,176115
(754+790)*483=,745752
(855-442)=,413
(762*494)=,376428
253*553*963=,134732367
850*244+(295*593)=,382335
(552*878)=,484656
(967-835)=,132
141-(407*220)=,-89399
794-848=,-54
(978-843)+582*637=,370869
(645-675)=,-30
644+243+(424+465)=,1776
(205+220)*170=,72250
(960*362)=,347520
945-426-(449*295)=,-131936
227+799*933=,745694
(999-540)*424=,194616
(683+912)+167*456=,77747
(888+788)+543+260=,2479
746-(932-329)*930=,-560044
648-515+795=,928
906-942*(853*827)=,-664515096
653-220=,433
(173+377)=,550
654-(678*917)+295=,-620777
(649-664)=,-15
869*(287+245)=,462308
779-(738*159)*548=,-64302637
802*677+(695+670)=,544319
108-201*736+304=,-147524
(163-532)-(902-653)=,-618
(948+899)+181-308=,1720
(752*896)+310=,674102
768+(253*877)=,222649
519+(851-852)=,518
230-(796+709)-903=,-2178
712+739*315-742=,232755
971*149*841=,121675039
609+401*607=,244016
(595-894)-207=,-506
435*431-(160-583)=,187908
(803*189)=,151767
606*512=,310272
940-895*(504+326)=,-741910
(366-155)*(924*307)=,59853948
996+(337-749)=,584
(333+697)=,1030
(447-873)*533=,-227058
(149*398)=,59302
596-(193-447)=,850
671+491+323=,1485
291-169=,122
648-795=,-147
331-284*(115*746)=,-24364029
(700+201)=,901
(420-575)*203+863=,-30602
172-639+396*844=,333757
(947+932)=,1879
630*(499*521)-144=,163786626
(728-606)*886+402=,108494
359+900=,1259
905*521=,471505
362+(979+364)*480=,645002
(608+778)-574*291=,-165648
(890-809)=,81
646-620+111=,137
807-104=,703
(475+650)*442=,497250
630+(289+670)*628=,602882
(724-362)=,362
533+373=,906
(610*451)*(948*567)=,147876026760
(365+971)+256=,1592
267*563=,150321
(650+974)=,1624
679-887+807-687=,-88
956-(710-215)=,461
610*(507+710)-676=,741694
655+274=,929
(345+393)*399=,294462
(715+582)+551=,1848
(408+897)-(971+247)=,87
(398+762)+866-294=,1732
(214-274)=,-60
349-936*764-286=,-715041
(101+618)-716=,3
(644*294)=,189336
(267+138)-179=,226
110+938=,1048
(138-865)=,-727
(547+606)*(675*259)=,201573225
591+138-321-998=,-590
525+721=,1246
969-181=,788
(953*305)*(612-242)=,107546050
(768+323)=,1091
(916-252)*343=,227752
724-(678*961)=,-650834
(119+555)+821-198=,1297
(748-327)-336*500=,-167579
(102*573)-510=,57936
791*269=,212779
(280+293)=,573
(804+659)=,1463
261+(599-961)=,-101
739-(108+773)*673=,-592174
283+834-333=,784
(411+848)*944=,1188496
551*223+321*809=,382562
(871+159)-671+154=,513
656-675+627=,608
761+281+(940+797)=,2779
230*484+(977-730)=,111567
714-643=,71
(927-143)+420-775=,429
(571*947)-333=,540404
(660-610)*634=,31700
301-228+674*968=,652505
763+530=,1293
(853-420)*230-859=,98731
504-636=,-132
(136-326)-413=,-603
971+874+292+955=,3092
(931-827)-627*142=,-88930
(111*153)=,16983
692+(418-709)-911=,-510
308-(414*689)=,-284938
(624-829)*598=,-122590
565-(493+376)=,-304
207*677*715=,100199385
138*101-124*907=,-98530
(600*320)=,192000
(759*698)+107=,529889
182*248=,45136
881+702=,1583
(589*783)=,461187
103+197-(522-512)=,290
(207*959)+680+828=,200021
112-(304*164)+364=,-49380
185*459=,84915
(162-725)-648=,-1211
(755+603)=,1358
(114*172)*(326*755)=,4826117040
338-(265-924)=,997
(679*553)+(637*326)=,583149
(730+351)-(604*485)=,-291859
(119*744)*(404-506)=,-9030672
(842*209)+136=,176114
450+582-(227-414)=,1219
805*(968+639)*297=,384209595
921+(909*821)=,747210
497+505=,1002
439-373=,66
(313+570)*445*518=,203540330
(503*269)+(427*624)=,401755
189-(798*141)+830=,-111499
495*690=,341550
(394*148)-914=,57398
(908+187)+(909+177)=,2181
359*(707*188)=,47716844
(340*755)-(202+611)=,255887
(441-952)-298=,-809
455*(899+206)-230=,502545
(943-173)+641+778=,2189
824-986-(775-820)=,-117
701*325*(257+297)=,126215050
690*(658*995)=,451749900
626+(385-577)+444=,878
(971*223)-295=,216238
(451*307)+(447*584)=,399505
243*(966+675)=,398763
654*132=,86328
137-921=,-784
813+725=,1538
443-(896*811)-978=,-727191
786+(839-557)*392=,111330
(613-843)=,-230
(561-108)+912=,1365
126-(704-286)=,-292
(522*580)=,302760
190+422=,612
483-(814*152)+513=,-122732
123+308*627=,193239
(479+856)*978*745=,972694350
(355+851)=,1206
691-841-610=,-760
(306+559)-477=,388
(584*853)=,498152
985+(885*262)=,232855
146-(392+886)*821=,-1049092
(246-845)=,-599
(888+673)*230-661=,358369
(692-965)*537=,-146601
(709+434)=,1143
771+828-899=,700
949*366=,347334
(450-928)=,-478
333*411=,136863
567-877+524+111=,325
(659*536)=,353224
(607*312)=,189384
691-236=,455
(980*511)+733=,501513
(446-262)+691=,875
(933+372)=,1305
609-865+993=,737
940*521=,489740
714*(483+259)*167=,88474596
964+(206-203)-426=,541
366+558-650=,274
846-(628*425)*158=,-42169354
362-114-(317-476)=,407
939*(534+950)=,1393476
(385*353)*904-284=,122857836
228+207+658+685=,1778
(330-313)*571=,9707
(178*479)=,85262
(544+365)=,909
(581+772)+560=,1913
(460-520)=,-60
915-(585+101)=,229
(620*764)*821=,388891280
537-(813*458)=,-371817
887-817=,70
(299+697)=,996
(302+398)*368=,257600
180*103-547=,17993
442-471+(365*370)=,135021
178+(682*499)+352=,340848
417+(372-564)=,225
(986*848)*(123+933)=,882951168
828*497=,411516
478+877*703-847=,616162
471+415=,886
130*408=,53040
(571-487)*(296*748)=,18598272
783+(267*948)=,253899
137*169*(222-649)=,-9886331
774+985=,1759
(573+972)=,1545
(424*109)-906=,45310
226*572=,129272
(900*729)+547=,656647
(408*342)*316=,44093376
824-847-(860*175)=,-150523
(536-254)+252=,534
642+942-488-753=,343
799-675=,124
(821+220)-(336*603)=,-201567
961+470=,1431
(470-744)*836=,-229064
(947+709)+(500+245)=,2401
(231-866)-(970*685)=,-665085
275-816=,-541
(478+192)-601=,69
(623+227)=,850
(480*968)-769*363=,185493
215*(979*593)=,124817605
(369*346)+637=,128311
289-105=,184
(552*735)+(941*588)=,959028
245+547*(457*574)=,143488191
(433*478)-678=,206296
840-(819+861)=,-840
(587-746)*(992*497)=,-78390816
952*752-(375-473)=,716002
(954-934)+(780-357)=,443
733*239-375=,174812
274+776-191-270=,589
544-(502+152)=,-110
(818*800)=,654400
(437+818)=,1255
(520*538)-929=,278831
323+458+267=,1048
874-(698+834)=,-658
(956*957)*595=,544360740
(660-359)-255=,46
988+264=,1252
(999*471)+672+360=,471561
201*691=,138891
743+701=,1444
856+(814*169)=,138422
(262*781)*100=,20462200
495*(982*827)=,401996430
956+496=,1452
(774-269)*665=,335825
893-(669+982)+495=,-263
(841+905)=,1746
234-(788*935)*144=,-106096086
721*332=,239372
(914+740)-(630*168)=,-104186
685-389*888-950=,-345697
234+668*(404*405)=,109298394
771+(957*908)-642=,869085
349*(578-708)=,-45370
139+(881*361)=,318180
250*195-994+292=,48048
(361*503)=,181583
281+891+(317*412)=,131776
611+807-513=,905
845+257=,1102
(617-961)-719=,-1063
470*631=,296570
(657+986)=,1643
(712*110)-958-846=,76516
(107-292)=,-185
154+501=,655
881*818-237=,720421
213*963+(471*333)=,361962
866-(878*308)*876=,-236890558
379-782=,-403
(829-588)+390=,631
608+216=,824
186*142+(415-690)=,26137
586*(265*850)+240=,131996740
194*(370+647)=,197298
(871-794)-(843-967)=,201
(567-361)=,206
(599-959)*559+605=,-200635
(877+787)-(586*390)=,-226876
156*(564*611)+981=,53759205
912+(576+852)*248=,355056
351-696=,-345
939*529=,496731
320-(182*152)=,-27344
(801*672)*160=,86123520
740+(399*914)-844=,364582
(484-132)-338=,14
397*912=,362064
(526*540)=,284040
154-345+(874-418)=,265
231+701-(615-127)=,444
(138*148)=,20424
(719-686)=,33
(378*613)+696=,232410
215*811*609=,106188285
355-(655-143)*915=,-468125
362*675=,244350
(655*799)+668=,524013
218+739=,957
(731+811)=,1542
(907*534)-(917-184)=,483605
(447*473)=,211431
119*310=,36890
(317*443)*422-511=,59261371
944-750*258*187=,-36183556
513*(256+671)*687=,326703537
(631-633)-265=,-267
(489-206)=,283
(864*757)=,654048
386+512=,898
335-275-687=,-627
(726+956)*925=,1555850
(590-862)-679=,-951
647*148=,95756
(493-914)-100=,-521
(683+731)=,1414
960+239=,1199
(532*751)=,399532
900+758*(854*277)=,179311864
(272-546)-(706-641)=,-339
983*388=,381404
